"ID";"UTR3_length";"ARE_counts"
"LMO3";1852;6
"LMO4";2369,5;10
"LMO7";1310,25;6
"LMOD1";1916;0
"LMOD2";545;1
"LMOD3";1005,66666666667;3
"LMTK2";4146;9
"LMTK3";502;1
"LMX1A";1342;2
"LMX1B";3060,66666666667;2
"LNP1";393;1
"LNPEP";4741,5;11
"LNPK";4316,33333333333;13
"LNX1";1606;12
"LNX2";2416;5
"LONP1";197,333333333333;1
"LONP2";2822;4
"LONRF1";1190;7
"LONRF2";12423;35
"LONRF3";665;3
"LORICRIN";236;0
"LOX";3548;12
"LOXHD1";222,4;0
"LOXL1";299;0
"LOXL2";1146;3
"LOXL3";912;1
"LOXL4";1231;2
"LPA";246;1
"LPAR1";1681,66666666667;6
"LPAR2";592;0
"LPAR3";2244;8
"LPAR4";767;2
"LPAR5";1295;1
"LPAR6";311,666666666667;2
"LPCAT1";3055,5;4
"LPCAT2";3568;13
"LPCAT3";719;1
"LPCAT4";494;0
"LPGAT1";3274;11
"LPIN1";1776;4
"LPIN2";3299;3
"LPIN3";1534;0
"LPL";1949;5
"LPO";426,333333333333;0
"LPP";16192;47
"LPXN";527;1
"LRAT";2941,5;9
"LRATD1";3776;10
"LRATD2";3785;7
"LRBA";1239;3
"LRCH1";2395,66666666667;7
"LRCH2";2595;16
"LRCH3";2571;4
"LRCH4";1096;1
"LRCOL1";251;0
"LRFN1";1065;0
"LRFN2";352;1
"LRFN3";1176,5;1
"LRFN4";280;1
"LRFN5";397;1
"LRG1";1538;0
"LRGUK";616;3
"LRIF1";758;3
"LRIG1";1466;7
"LRIG2";8159;13
"LRIG3";423;3
"LRIT1";407;0
"LRIT2";1349;3
"LRIT3";1526;4
"LRMDA";1483,5;3
"LRMP";169,333333333333;0
"LRP1";806;0
"LRP10";2147,5;2
"LRP11";1792;6
"LRP12";1432,5;7
"LRP1B";1763;9
"LRP2";1554;3
"LRP2BP";1708,5;6
"LRP3";1289;2
"LRP4";2266;5
"LRP5";205;2
"LRP5L";378;1
"LRP6";5101;20
"LRP8";1397,25;6
"LRPAP1";9362;9
"LRPPRC";2376;7
"LRR1";216;1
"LRRC1";1332;3
"LRRC10";1441;1
"LRRC10B";1141;0
"LRRC14";2120;0
"LRRC14B";981;0
"LRRC15";2711;3
"LRRC17";641,5;2
"LRRC18";754;3
"LRRC19";2385;8
"LRRC2";2147;6
"LRRC20";2381;1
"LRRC23";294,333333333333;0
"LRRC24";87;0
"LRRC25";844;1
"LRRC26";96;0
"LRRC27";1855,5;3
"LRRC28";2413;4
"LRRC29";371;0
"LRRC3";4778;2
"LRRC30";3;0
"LRRC31";635,666666666667;1
"LRRC32";1562,66666666667;0
"LRRC34";318,666666666667;1
"LRRC36";113;0
"LRRC37A";71;0
"LRRC37A2";71;0
"LRRC37A3";248,333333333333;0
"LRRC37B";168;0
"LRRC38";873;0
"LRRC39";420;3
"LRRC3B";1497;6
"LRRC3C";20;0
"LRRC4";1608;2
"LRRC40";995;9
"LRRC41";933,5;1
"LRRC42";229;2
"LRRC43";29;0
"LRRC45";346;0
"LRRC46";599;1
"LRRC47";2529;2
"LRRC49";1050,8;2
"LRRC4B";679;0
"LRRC4C";139,8;3
"LRRC52";137;0
"LRRC55";4234;0
"LRRC56";636;0
"LRRC57";4692;12
"LRRC58";6691;20
"LRRC59";1750;1
"LRRC6";1890;6
"LRRC61";336;0
"LRRC63";291,5;2
"LRRC66";677;0
"LRRC69";127;0
"LRRC7";1601;11
"LRRC70";139;1
"LRRC71";125;0
"LRRC72";79;0
"LRRC73";269;0
"LRRC74A";57;0
"LRRC74B";20;0
"LRRC75A";1932,5;3
"LRRC75B";251;0
"LRRC8A";1665,33333333333;3
"LRRC8B";4811,75;15
"LRRC8C";4551;22
"LRRC8D";661;3
"LRRC8E";1105,5;0
"LRRC9";197;1
"LRRCC1";569;4
"LRRD1";25;0
"LRRFIP1";1461,5;5
"LRRFIP2";699,6;4
"LRRIQ1";164;1
"LRRIQ3";798;6
"LRRIQ4";144;0
"LRRK1";9409;4
"LRRK2";1520;9
"LRRN1";3042;6
"LRRN2";681;0
"LRRN3";554;0
"LRRN4";476;0
"LRRN4CL";1386;2
"LRRTM1";927,75;3
"LRRTM2";4089;16
"LRRTM3";3755;10
"LRRTM4";739;3
"LRSAM1";600,5;0
"LRTM1";177;1
"LRTM2";1913,66666666667;0
"LRTOMT";990,846153846154;1
"LRWD1";119;0
"LSAMP";7943;28
"LSG1";1277;2
"LSM1";331;1
"LSM10";322;0
"LSM11";5445;12
"LSM12";1880;5
"LSM14A";2042;3
"LSM14B";1226;0
"LSM2";361;1
"LSM3";3006;4
"LSM4";895,5;0
"LSM5";542,666666666667;2
"LSM6";559;2
"LSM7";159;0
"LSM8";12033;59
"LSMEM1";656;1
"LSMEM2";912;1
"LSP1";504;0
"LSR";102,6;0
"LSS";1419,5;1
"LST1";244,714285714286;0
"LTA";631;3
"LTA4H";210,333333333333;1
"LTB";381,5;0
"LTB4R";962,666666666667;2
"LTB4R2";304,5;0
"LTBP1";926,75;2
"LTBP2";2701;6
"LTBP3";268,5;0
"LTBP4";138;0
"LTBR";458;1
"LTC4S";253;0
"LTF";242,666666666667;1
"LTK";248,666666666667;0
"LTN1";2304;10
"LTO1";1084,5;1
"LTV1";285;0
"LUC7L";423,5;0
"LUC7L2";879,75;2
"LUC7L3";2260,33333333333;6
"LUM";1536;4
"LURAP1";1036;6
"LURAP1L";1300;10
"LUZP1";4868,5;5
"LUZP2";3966,33333333333;11
"LUZP4";759;2
"LVRN";1488;6
"LXN";232;0
"LY6D";339;1
"LY6E";441,714285714286;0
"LY6G5B";1264;0
"LY6G5C";217;0
"LY6G6C";448;0
"LY6G6D";20;0
"LY6G6F";4;0
"LY6G6F-LY6G6D";114;0
"LY6H";335,75;0
"LY6K";993,5;2
"LY75";1689;8
"LY75-CD302";20;0
"LY86";355,5;0
"LY9";526;2
"LY96";22,5;1
"LYAR";186,5;1
"LYG1";145,5;0
"LYG2";114;0
"LYL1";286;0
"LYN";4058,5;8
"LYNX1";3037,25;1
"LYNX1-SLURP2";267;0
"LYPD1";1508,5;3
"LYPD2";133;0
"LYPD3";564;1
"LYPD4";69;0
"LYPD5";1295;1
"LYPD6";2106;5
"LYPD6B";550;0
"LYPD8";196;0
"LYPLA1";1437,5;10
"LYPLA2";807;0
"LYPLAL1";1133,5;3
"LYRM1";620,5;1
"LYRM2";5049;17
"LYRM4";2213,5;2
"LYRM7";2960;11
"LYRM9";669;1
"LYSMD1";715,5;2
"LYSMD2";501;2
"LYSMD3";2099,5;14
"LYSMD4";1720;2
"LYST";1899;6
"LYVE1";2145;3
"LYZ";1015;2
"LYZL1";169;1
"LYZL2";169;1
"LYZL4";182;0
"LYZL6";278;2
"LZIC";1643,66666666667;3
"LZTFL1";2999,66666666667;17
"LZTR1";1684;0
"LZTS1";3557;1
"LZTS2";668;0
"LZTS3";1837;0
"M1AP";827;1
"M6PR";1455,5;1
"MAATS1";2052;10
"MAB21L1";1270;8
"MAB21L2";584;2
"MAB21L3";1875;1
"MAB21L4";1021,66666666667;0
"MACC1";2213,66666666667;7
"MACF1";1193;4
"MACIR";1546,33333333333;8
"MACO1";1741;5
"MACROD1";160;0
"MACROD2";3321;4
"MACROH2A1";574,5;2
"MACROH2A2";599;1
"MAD1L1";276;0
"MAD2L1";4495;13
"MAD2L1BP";402,5;0
"MAD2L2";205,666666666667;0
"MADCAM1";376,5;0
"MADD";834,444444444444;1
"MAEA";640,2;0
"MAEL";357,333333333333;1
"MAF";2536;6
"MAF1";305;0
"MAFA";1281;2
"MAFB";2031;2
"MAFF";1626,2;4
"MAFG";2690;5
"MAFK";1977,5;4
"MAG";410;1
"MAGEA1";561;1
"MAGEA10";1199,5;1
"MAGEA11";492;0
"MAGEA12";382;2
"MAGEA2";553,571428571429;1
"MAGEA2B";555,5;1
"MAGEA3";564,5;0
"MAGEA4";552;3
"MAGEA6";564,5;0
"MAGEA8";602,666666666667;1
"MAGEA9";579;2
"MAGEA9B";579;2
"MAGEB1";501,666666666667;2
"MAGEB10";480;4
"MAGEB16";564;1
"MAGEB17";71;0
"MAGEB18";593;4
"MAGEB2";549;3
"MAGEB3";292;1
"MAGEB4";1011;11
"MAGEB5";141;0
"MAGEB6";576;3
"MAGEC1";541;0
"MAGEC2";524;2
"MAGEC3";99,3333333333333;0
"MAGED1";217,75;1
"MAGED2";62,8;0
"MAGED4";210;0
"MAGED4B";206,5;0
"MAGEE1";538;2
"MAGEE2";493;3
"MAGEF1";534;3
"MAGEH1";532;2
"MAGEL2";444;0
"MAGI1";1449,66666666667;4
"MAGI2";2249,5;4
"MAGI3";1716,66666666667;5
"MAGIX";162;0
"MAGOH";145;0
"MAGOHB";1172;7
"MAGT1";2854,5;9
"MAIP1";305,5;1
"MAJIN";253,666666666667;2
"MAK";1720,5;3
"MAK16";2633;9
"MAL";537;0
"MAL2";2185;9
"MALL";1825;3
"MALRD1";241;2
"MALSU1";2186;9
"MALT1";3473,5;9
"MAMDC2";940;4
"MAMDC4";196;0
"MAML1";2406;2
"MAML2";2350;12
"MAML3";2570;0
"MAMLD1";1939,25;3
"MAMSTR";361;2
"MAN1A1";2614;5
"MAN1A2";5915;21
"MAN1B1";592;0
"MAN1C1";2418;4
"MAN2A1";180;0
"MAN2A2";2794,5;5
"MAN2B1";106;0
"MAN2B2";1073;0
"MAN2C1";114;0
"MANBA";1287;2
"MANBAL";845;0
"MANEA";3047;15
"MANEAL";1046;2
"MANSC1";2366,5;4
"MANSC4";20;0
"MAOA";2309,5;8
"MAOB";856;1
"MAP10";240;0
"MAP11";588,666666666667;0
"MAP1A";1387;3
"MAP1B";4326;14
"MAP1LC3A";358,333333333333;0
"MAP1LC3B";1679,5;5
"MAP1LC3B2";286;1
"MAP1LC3C";673;0
"MAP1S";73,5;0
"MAP2";1541,8;5
"MAP2K1";1697;3
"MAP2K2";277;0
"MAP2K3";700;1
"MAP2K4";2569;4
"MAP2K5";364;0
"MAP2K6";4214;12
"MAP2K7";2040,66666666667;1
"MAP3K1";2472;5
"MAP3K10";283;1
"MAP3K11";534;0
"MAP3K12";1028,66666666667;2
"MAP3K13";2317;7
"MAP3K14";1512,5;0
"MAP3K15";70;0
"MAP3K19";199,166666666667;0
"MAP3K2";4512;10
"MAP3K20";1897;6
"MAP3K21";2437;8
"MAP3K3";1089,2;2
"MAP3K4";512,25;2
"MAP3K5";712;1
"MAP3K6";206;0
"MAP3K7";3000,5;11
"MAP3K7CL";822,8;3
"MAP3K8";997;1
"MAP3K9";4287,75;5
"MAP4";2001,5;3
"MAP4K1";138;0
"MAP4K2";2509,5;3
"MAP4K3";1343,5;9
"MAP4K4";1253;3
"MAP6";1542,5;3
"MAP6D1";1480;2
"MAP7";1245,22222222222;7
"MAP7D1";588;1
"MAP7D2";974,25;2
"MAP7D3";1748;1
"MAP9";5115,5;34
"MAPK1";4957;8
"MAPK10";1666,25423728814;3
"MAPK11";775,5;0
"MAPK12";499;0
"MAPK13";5148;5
"MAPK14";1746,33333333333;2
"MAPK15";207;0
"MAPK1IP1L";3770;9
"MAPK3";327,75;0
"MAPK4";1625;2
"MAPK6";2375;11
"MAPK7";312,75;0
"MAPK8";4397;10
"MAPK8IP1";744;0
"MAPK8IP2";3199;2
"MAPK8IP3";1100,33333333333;0
"MAPK9";2374,33333333333;10
"MAPKAP1";1320,42857142857;2
"MAPKAPK2";1168,5;1
"MAPKAPK3";1243,33333333333;0
"MAPKAPK5";4630,5;10
"MAPKBP1";2118,66666666667;3
"MAPRE1";1677;4
"MAPRE2";3100,2;4
"MAPRE3";871;3
"MAPT";2090,83333333333;2
"MARCHF1";3369;11
"MARCHF10";431,25;0
"MARCHF11";332;2
"MARCHF2";464,666666666667;0
"MARCHF3";2919;4
"MARCHF4";1447;1
"MARCHF5";2757;3
"MARCHF6";2418;6
"MARCHF7";2167;8
"MARCHF8";2677,66666666667;3
"MARCHF9";1514;2
"MARCKS";2896;11
"MARCKSL1";758;0
"MARCO";140;0
"MARCOL";326;0
"MARF1";1116,66666666667;2
"MARK1";1791,75;10
"MARK2";578,2;1
"MARK3";370;2
"MARK4";2709,5;3
"MARS1";71;0
"MARS2";1208;6
"MARVELD2";1933;5
"MARVELD3";1152,66666666667;1
"MAS1";9055,5;17
"MAS1L";69;0
"MASP1";1786,66666666667;2
"MASP2";252;0
"MAST1";82;0
"MAST2";56;0
"MAST3";1966;3
"MAST4";566,8;2
"MASTL";384,666666666667;4
"MAT1A";1961;3
"MAT2A";1509;3
"MAT2B";982;1
"MATK";210,25;0
"MATN1";2305;2
"MATN2";569;2
"MATN3";1059;5
"MATN4";319,5;0
"MATR3";1236,25;3
"MAU2";2972;4
"MAVS";9973,5;11
"MAX";758,333333333333;2
"MAZ";968,75;0
"MB";406;0
"MB21D2";1571;4
"MBD1";617,5625;2
"MBD2";1966,5;4
"MBD3";4568;1
"MBD3L1";66,5;0
"MBD3L2";113;0
"MBD3L3";113;0
"MBD3L4";113;0
"MBD3L5";117;0
"MBD4";446,4;1
"MBD5";4030;14
"MBD6";914;2
"MBIP";538,333333333333;5
"MBL2";2757;6
"MBLAC1";299;0
"MBLAC2";2958;15
"MBNL1";2544,46153846154;10
"MBNL2";2698,75;9
"MBNL3";3938,5;15
"MBOAT1";2602;3
"MBOAT2";5989;29
"MBOAT4";272;0
"MBOAT7";578,25;1
"MBP";2245,16666666667;1
"MBTD1";3150;16
"MBTPS1";686;1
"MBTPS2";2768;6
"MC1R";752;0
"MC2R";2581;2
"MC3R";20;0
"MC4R";289;2
"MC5R";349,5;0
"MCAM";1357;0
"MCAT";704,5;1
"MCC";5199,5;9
"MCCC1";220;0
"MCCC2";1846;4
"MCCD1";297;0
"MCEE";283;1
"MCEMP1";712;2
"MCF2";381,166666666667;3
"MCF2L";2020;6
"MCF2L2";1337;13
"MCFD2";2090;3
"MCHR1";886;0
"MCHR2";1304,5;5
"MCIDAS";802;4
"MCL1";1978,33333333333;7
"MCM10";1110;6
"MCM2";663;0
"MCM3";574;0
"MCM3AP";135;2
"MCM4";1382;1
"MCM5";1176;3
"MCM6";1209;2
"MCM7";203,333333333333;0
"MCM8";1569,2;5
"MCM9";1261,33333333333;4
"MCMBP";1173,5;2
"MCMDC2";1105,33333333333;5
"MCOLN1";214;1
"MCOLN2";561;2
"MCOLN3";628;2
"MCPH1";2268,66666666667;6
"MCRIP1";598,75;0
"MCRIP2";284;0
"MCRS1";248;0
"MCTP1";1111;3
"MCTP2";1881,66666666667;6
"MCTS1";4471,5;13
"MCU";1871,33333333333;6
"MCUB";1127;3
"MCUR1";4252;9
"MDC1";658;3
"MDFI";466,333333333333;0
"MDFIC";3267;18
"MDGA1";6689;1
"MDGA2";146;0
"MDH1";208,5;0
"MDH1B";401,333333333333;3
"MDH2";950,333333333333;2
"MDK";318,5;0
"MDM1";1217,75;5
"MDM2";5428,5;16
"MDM4";7592,875;18
"MDN1";1507;2
"MDP1";92;1
"ME1";1522;4
"ME2";3962;14
"ME3";170;0
"MEA1";695;0
"MEAF6";817,333333333333;1
"MEAK7";3558;5
"MECOM";1092,25;5
"MECP2";8794;7
"MECR";1257;0
"MED1";3190;3
"MED10";629;0
"MED11";376;0
"MED12";232;1
"MED12L";4268;23
"MED13";3863;17
"MED13L";7394;23
"MED14";3501;22
"MED15";729,75;1
"MED16";138;0
"MED17";2899;9
"MED18";641;1
"MED20";1088,5;1
"MED21";2212;6
"MED22";3198,5;1
"MED23";481,666666666667;1
"MED24";324,25;0
"MED25";35;0
"MED26";1108;1
"MED27";401,333333333333;0
"MED28";10307;12
"MED29";2862;1
"MED30";152;1
"MED31";1156;1
"MED4";793;5
"MED6";797,75;1
"MED7";797;1
"MED8";658;2
"MED9";1726;2
"MEDAG";1137;1
"MEF2A";2699,66666666667;10
"MEF2B";178,5;0
"MEF2C";2149,14285714286;6
"MEF2D";2676,5;2
"MEFV";831,5;0
"MEGF10";2123,75;6
"MEGF11";2746,5;3
"MEGF6";2577;2
"MEGF8";1992;4
"MEGF9";4379;13
"MEI1";155;0
"MEI4";2547,5;11
"MEIG1";213;0
"MEIKIN";246;2
"MEIOB";268;1
"MEIOC";1605;9
"MEIS1";2661;7
"MEIS2";1390,55555555556;3
"MEIS3";465;1
"MELK";345,285714285714;0
"MELTF";1142;0
"MEMO1";1407,33333333333;7
"MEN1";806,111111111111;1
"MEOX1";873;1
"MEOX2";1175;4
"MEP1A";642;2
"MEP1B";159;0
"MEPCE";563,5;0
"MEPE";364,6;1
"MERTK";584,5;2
"MESD";2966,33333333333;5
"MESP1";1483;3
"MESP2";420;0
"MEST";1280,42857142857;5
"MET";2257,5;7
"METAP1";1492;3
"METAP1D";2024;3
"METAP2";797,5;2
"METRN";2268;0
"METRNL";328,666666666667;0
"METTL1";558,5;0
"METTL11B";33;0
"METTL14";5128;19
"METTL15";2937;10
"METTL16";3921;2
"METTL17";135,5;0
"METTL18";48;0
"METTL21A";823,333333333333;3
"METTL21C";287;1
"METTL22";3511;2
"METTL23";151,8;0
"METTL24";18;0
"METTL25";215;0
"METTL26";130;0
"METTL27";153;0
"METTL2A";1364;1
"METTL2B";1008;1
"METTL3";120;1
"METTL4";1506;8
"METTL5";63;1
"METTL6";959;4
"METTL7A";1917,33333333333;4
"METTL7B";562;0
"METTL8";2803;5
"METTL9";1363;3
"MEX3A";4561;8
"MEX3B";1382;3
"MEX3C";1801;4
"MEX3D";894;3
"MFAP1";602;1
"MFAP2";418;0
"MFAP3";829,5;1
"MFAP3L";4778,5;13
"MFAP4";1020;0
"MFAP5";809,666666666667;3
"MFF";547,125;3
"MFGE8";484,25;1
"MFHAS1";2668;7
"MFN1";1657;4
"MFN2";1946;3
"MFNG";900;0
"MFRP";2017;0
"MFSD1";736;2
"MFSD10";308,666666666667;0
"MFSD11";596,142857142857;3
"MFSD12";479,333333333333;0
"MFSD13A";1061;1
"MFSD14A";1168;7
"MFSD14B";1630;4
"MFSD2A";398,666666666667;0
"MFSD2B";1319;1
"MFSD3";49;0
"MFSD4A";2457;8
"MFSD4B";4526,5;8
"MFSD5";216,5;1
"MFSD6";2096,5;8
"MFSD6L";250;1
"MFSD8";2417,16666666667;13
"MFSD9";3790;5
"MGA";3446,5;5
"MGAM";856;3
"MGAM2";265;0
"MGARP";434;2
"MGAT1";2053,4;4
"MGAT2";869;7
"MGAT3";3245;1
"MGAT4A";3826;9
"MGAT4B";441,5;0
"MGAT4C";5107,8;25
"MGAT4D";1174;8
"MGAT5";5774;12
"MGAT5B";1540,66666666667;1
"MGLL";3135;4
"MGME1";987,333333333333;3
"MGMT";522;0
"MGP";758;1
"MGRN1";2336;1
"MGST1";500,2;4
"MGST2";556;1
"MGST3";374;0
"MIA";49;0
"MIA2";546,727272727273;3
"MIA3";1296;5
"MIB1";6291;23
"MIB2";121,6;0
"MICA";332;1
"MICAL1";128;0
"MICAL2";435,666666666667;3
"MICAL3";1081,33333333333;1
"MICALL1";1992;0
"MICALL2";237;0
"MICB";1214,66666666667;2
"MICOS10";3419,5;6
"MICOS13";129;0
"MICU1";595;2
"MICU2";558;3
"MICU3";2355;15
"MID1";3057,625;11
"MID1IP1";1008,5;4
"MID2";120;0
"MIDEAS";4174,5;9
"MIDN";1647,5;2
"MIEF1";1999,66666666667;5
"MIEF2";1639,33333333333;0
"MIEN1";726;1
"MIER1";1539,77777777778;6
"MIER2";5246;4
"MIER3";3525;18
"MIF";117;0
"MIF4GD";499,2;0
"MIGA1";3379,5;17
"MIGA2";1629;0
"MIIP";237;0
"MILR1";108,5;1
"MINAR1";3920;7
"MINAR2";1669;3
"MINDY1";467,8;1
"MINDY2";5106,5;24
"MINDY3";818;7
"MINDY4";382;0
"MINK1";520,333333333333;0
"MINPP1";1056;3
"MIOS";985,5;4
"MIOX";792;0
"MIP";1778;7
"MIPEP";159;0
"MIPOL1";4654,66666666667;21
"MIS12";1307,33333333333;4
"MIS18A";809;4
"MIS18BP1";919;4
"MISP";728;0
"MISP3";339;0
"MITD1";112;1
"MITF";1587,66666666667;5
"MIXL1";647;0
"MKI67";2531;2
"MKKS";2642,33333333333;9
"MKLN1";8904;26
"MKNK1";1229,33333333333;0
"MKNK2";1517,66666666667;1
"MKRN1";970;4
"MKRN2";855;3
"MKRN2OS";221;1
"MKRN3";738;3
"MKS1";565;0
"MKX";2354,5;8
"MLANA";790;4
"MLC1";2192;0
"MLEC";2724,5;2
"MLF1";565,454545454545;3
"MLF2";298,5;1
"MLH1";159,857142857143;1
"MLH3";2241,33333333333;6
"MLIP";1177,33333333333;4
"MLKL";649;0
"MLLT1";2661;0
"MLLT10";952,75;7
"MLLT11";2047;5
"MLLT3";2509;5
"MLLT6";4197;0
"MLN";105;1
"MLNR";20;0
"MLPH";734,5;0
"MLST8";521,8;0
"MLX";1636;2
"MLXIP";5532;3
"MLXIPL";669;0
"MLYCD";11542;4
"MMAA";2538,66666666667;7
"MMAB";3313;4
"MMACHC";2418;5
"MMADHC";333,5;5
"MMD";1712;4
"MMD2";1110,25;2
"MME";1109;4
"MMEL1";351;0
"MMGT1";2954;10
"MMP1";493;3
"MMP10";291;0
"MMP11";772;0
"MMP12";364;1
"MMP13";1271;6
"MMP14";1719;0
"MMP15";1455;2
"MMP16";9450;34
"MMP17";497;0
"MMP19";1005;2
"MMP2";611;1
"MMP20";494;1
"MMP21";209;1
"MMP23B";29;0
"MMP24";2389;2
"MMP24OS";1062,33333333333;2
"MMP25";1628;1
"MMP26";186;0
"MMP27";279;1
"MMP28";536;2
"MMP3";325;1
"MMP7";268;2
"MMP8";1552;4
"MMP9";193;0
"MMRN1";1203,5;9
"MMRN2";1203;1
"MMS19";367;1
"MMS22L";4645;11
"MMUT";1368;8
"MN1";2638;3
"MNAT1";972,5;4
"MND1";316,5;1
"MNDA";265;1
"MNS1";377;2
"MNT";2828;0
"MNX1";666,5;2
"MOAP1";988;4
"MOB1A";4040;14
"MOB1B";3148;14
"MOB2";715;0
"MOB3A";1308,5;1
"MOB3B";5378;11
"MOB3C";1935,33333333333;1
"MOB4";1776,25;10
"MOBP";1325;2
"MOCOS";3472;8
"MOCS1";2126,5;1
"MOCS2";1418,71428571429;4
"MOCS3";3704;6
"MOG";589,8;1
"MOGAT1";40;0
"MOGAT2";1667;0
"MOGAT3";482,5;0
"MOGS";157;0
"MOK";351,666666666667;0
"MON1A";146,5;0
"MON1B";1680,33333333333;2
"MON2";2168,75;8
"MORC1";717;6
"MORC2";932,5;1
"MORC3";1336;1
"MORC4";434,5;1
"MORF4L1";617,5;1
"MORF4L2";662,2;0
"MORN1";201,5;0
"MORN2";151,666666666667;0
"MORN3";2909;1
"MORN4";1708;2
"MORN5";196;0
"MOS";20;0
"MOSMO";3774;17
"MOSPD1";837,5;3
"MOSPD2";1426,5;8
"MOSPD3";182;0
"MOV10";225,25;0
"MOV10L1";219,8;0
"MOXD1";1098;2
"MPC1";510;3
"MPC1L";160;0
"MPC2";1621;4
"MPDU1";586;0
"MPDZ";796;1
"MPEG1";2205;4
"MPG";71,6666666666667;0
"MPHOSPH10";86;0
"MPHOSPH6";569;5
"MPHOSPH8";1566;1
"MPHOSPH9";2592;4
"MPI";1511,6;1
"MPIG6B";597,166666666667;1
"MPL";1694;3
"MPLKIP";7032;19
"MPND";77,6666666666667;0
"MPO";801;3
"MPP1";336;0
"MPP2";1647,44444444444;2
"MPP3";580;2
"MPP4";336;2
"MPP5";2984;10
"MPP6";4252,5;10
"MPP7";2049,33333333333;9
"MPPE1";891,5;2
"MPPED1";2232;4
"MPPED2";2896,5;7
"MPRIP";4261;7
"MPST";297,4;0
"MPV17";420;0
"MPV17L";5195,5;16
"MPV17L2";893;1
"MPZ";1059;1
"MPZL1";2305,33333333333;4
"MPZL2";1084,5;4
"MPZL3";1930;5
"MR1";4706,33333333333;10
"MRAP";239,666666666667;1
"MRAP2";1400;3
"MRAS";2344,66666666667;1
"MRC1";699;2
"MRC2";1146;0
"MRE11";1681;6
"MREG";1983;6
"MRFAP1";704,666666666667;1
"MRFAP1L1";958;2
"MRGBP";2086;2
"MRGPRD";20;0
"MRGPRE";2831;0
"MRGPRF";881,5;0
"MRGPRG";20;0
"MRGPRX1";3;0
"MRGPRX2";955;6
"MRGPRX3";308;0
"MRGPRX4";55;0
"MRI1";2001;4
"MRLN";216,5;1
"MRM1";549;0
"MRM2";927;3
"MRM3";440;0
"MRNIP";120;0
"MRO";2123;4
"MROH1";200,5;1
"MROH2A";164;1
"MROH2B";32;0
"MROH6";1047;0
"MROH7";79;0
"MROH9";415,5;0
"MRPL1";178;0
"MRPL10";797,333333333333;0
"MRPL11";720;1
"MRPL12";277;0
"MRPL13";667;3
"MRPL14";392;2
"MRPL15";795;1
"MRPL16";207;2
"MRPL17";1733;5
"MRPL18";306;0
"MRPL19";3556,5;13
"MRPL2";226,5;0
"MRPL20";174;1
"MRPL21";54;0
"MRPL22";2514;4
"MRPL23";138;0
"MRPL24";94;0
"MRPL27";225;1
"MRPL28";491,333333333333;0
"MRPL3";511;2
"MRPL30";2419,5;4
"MRPL32";281;1
"MRPL33";214,5;3
"MRPL34";258;0
"MRPL35";1207,66666666667;3
"MRPL36";237;0
"MRPL37";108;0
"MRPL38";207;0
"MRPL39";73;1
"MRPL4";286,333333333333;0
"MRPL40";113;0
"MRPL41";60;0
"MRPL42";10078;28
"MRPL43";450;1
"MRPL44";680;2
"MRPL45";619;2
"MRPL46";135;0
"MRPL47";314;3
"MRPL48";497,5;0
"MRPL49";1438;2
"MRPL50";2833;9
"MRPL51";385;0
"MRPL52";287,857142857143;1
"MRPL53";137;0
"MRPL54";172;0
"MRPL55";80,1666666666667;0
"MRPL57";1859;6
"MRPL58";256;0
"MRPL9";289;0
"MRPS10";1482;5
"MRPS11";1538,5;2
"MRPS12";367,333333333333;0
"MRPS14";1711;2
"MRPS15";70;0
"MRPS16";2003;1
"MRPS17";1322;1
"MRPS18A";424;0
"MRPS18B";595;0
"MRPS18C";482,333333333333;3
"MRPS2";539;0
"MRPS21";751;0
"MRPS22";25;1
"MRPS23";5002;6
"MRPS24";141;0
"MRPS25";3929;3
"MRPS26";381;0
"MRPS27";984,333333333333;1
"MRPS28";263;0
"MRPS30";312;3
"MRPS31";244;1
"MRPS33";1180;4
"MRPS34";331;0
"MRPS35";983;3
"MRPS36";933;6
"MRPS5";1988;4
"MRPS6";430;0
"MRPS7";453;1
"MRPS9";199;1
"MRRF";2207,2;5
"MRS2";1827;5
"MRTFA";1239,66666666667;1
"MRTFB";3553;8
"MRTO4";1298;0
"MRVI1";1345;2
"MS4A1";2286,66666666667;5
"MS4A10";1396;0
"MS4A12";301;0
"MS4A13";146;0
"MS4A14";714;1
"MS4A15";706;0
"MS4A2";2810,5;5
"MS4A3";536,25;1
"MS4A4A";397;2
"MS4A5";33;0
"MS4A6A";415,833333333333;1
"MS4A6E";202;1
"MS4A7";1612,66666666667;3
"MS4A8";393;1
"MSANTD1";648;0
"MSANTD2";638;3
"MSANTD3";477,25;1
"MSANTD4";1636;3
"MSC";1112;1
"MSGN1";698;1
"MSH2";273;1
"MSH3";953;3
"MSH4";355;3
"MSH5";145;0
"MSH6";874;2
"MSI1";1797;1
"MSI2";2281,66666666667;5
"MSL1";81;0
"MSL2";1375;5
"MSL3";737,230769230769;1
"MSLN";129,5;0
"MSMB";114,5;0
"MSMO1";1150,5;3
"MSMP";110;0
"MSN";2038;4
"MSR1";1230,6;6
"MSRA";445,5;2
"MSRB1";902;0
"MSRB2";1151;3
"MSRB3";2564,14285714286;4
"MSS51";549;2
"MST1";81;0
"MST1R";249;1
"MSTN";1558;10
"MSTO1";698;2
"MSX1";793;5
"MSX2";1019;1
"MT1A";137;1
"MT1B";139;0
"MT1E";216;0
